SE_NM,SGG_NM,SPOT_NM,STA_NM,GRDNT_VAL,SLANT_GRD_CD
방파제,영덕군,축산항,축산방파제,29.74,B
방파제,울산시,방어진항,방어진항방파제,29.75,B
방파제,영덕군,축산항,축산방파제,29.76,B
방파제,울산시,방어진항,방어진항방파제,29.78,B
갯바위,부산시,대변항,대변항 북측 갯바위,29.79,B
갯바위,삼척시,갈남리,갈남해수욕장,29.8,B
갯바위,부산시,이기대,이기대갯바위,29.81,B
방파제,울산시,방어진항,방어진항방파제,29.81,B
방파제,영덕군,축산항,축산방파제,29.83,B
방파제,울산시,방어진항,방어진항방파제,29.84,B
갯바위,부산시,이기대,이기대갯바위,29.85,B
방파제,영덕군,축산항,축산방파제,29.85,B
해수욕장,포항시,오도1리,오도리 해수욕장,29.86,B
갯벌,서천군,선도리,선도리갯벌,29.87,B
방파제,울산시,방어진항,방어진항방파제,29.88,B
갯바위,부산시,이기대,이기대갯바위,29.89,B
갯벌,서천군,선도리,선도리갯벌,29.91,B
갯바위,부산시,대변항,대변항 북측 갯바위,29.92,B
갯바위,삼척시,갈남리,갈남해수욕장,29.93,B
갯바위,부산시,이기대,이기대갯바위,29.95,B
방파제,영덕군,축산항,축산방파제,29.96,B
갯벌,태안군,방포항,할미할아비바위,29.97,B
갯바위,부산시,대변항,대변항 북측 갯바위,29.97,B
방파제,영덕군,축산항,축산방파제,29.98,B
갯바위,부산시,대변항,대변항 북측 갯바위,30,B
갯바위,삼척시,갈남리,갈남해수욕장,30.01,B
갯벌,태안군,방포항,할미할아비바위,30.01,B
방파제,영덕군,축산항,축산방파제,30.02,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.03,B
방파제,영덕군,축산항,축산방파제,30.05,B
갯바위,삼척시,갈남리,갈남해수욕장,30.06,B
갯바위,부안군,격포리,채석강,30.06,B
해수욕장,포항시,오도1리,오도리 해수욕장,30.11,B
갯벌,태안군,방포항,할미할아비바위,30.11,B
방파제,울산시,방어진항,방어진항방파제,30.12,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.13,B
갯벌,서천군,선도리,선도리갯벌,30.13,B
갯바위,부산시,이기대,이기대갯바위,30.14,B
갯바위,삼척시,갈남리,갈남해수욕장,30.15,B
방파제,울산시,방어진항,방어진항방파제,30.15,B
방파제,울산시,방어진항,방어진항방파제,30.16,B
방파제,울산시,방어진항,방어진항방파제,30.18,B
방파제,영덕군,축산항,축산방파제,30.18,B
갯바위,삼척시,갈남리,갈남해수욕장,30.2,B
방파제,영덕군,축산항,축산방파제,30.23,B
갯바위,삼척시,갈남리,갈남해수욕장,30.24,B
갯벌,태안군,방포항,할미할아비바위,30.24,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.24,B
갯바위,삼척시,갈남리,갈남해수욕장,30.27,B
방파제,영덕군,축산항,축산방파제,30.28,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.29,B
갯바위,부산시,이기대,이기대갯바위,30.3,B
방파제,영덕군,축산항,축산방파제,30.3,B
갯바위,부안군,격포리,채석강,30.31,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.32,B
방파제,울산시,방어진항,방어진항방파제,30.32,B
갯바위,부산시,이기대,이기대갯바위,30.34,B
갯바위,부산시,이기대,이기대갯바위,30.34,B
해수욕장,포항시,오도1리,오도리 해수욕장,30.35,B
방파제,영덕군,축산항,축산방파제,30.36,B
갯바위,삼척시,갈남리,갈남해수욕장,30.37,B
갯벌,태안군,방포항,할미할아비바위,30.37,B
갯바위,부산시,이기대,이기대갯바위,30.38,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.38,B
방파제,영덕군,축산항,축산방파제,30.38,B
갯벌,서천군,선도리,선도리갯벌,30.42,B
갯벌,화성시,제부도,매바위,30.43,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.44,B
갯바위,삼척시,갈남리,갈남해수욕장,30.47,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.47,B
갯벌,태안군,방포항,할미할아비바위,30.49,B
갯바위,부산시,이기대,이기대갯바위,30.53,B
갯바위,부산시,이기대,이기대갯바위,30.53,B
갯바위,삼척시,갈남리,갈남해수욕장,30.56,B
해수욕장,포항시,오도1리,오도리 해수욕장,30.56,B
갯벌,화성시,제부도,매바위,30.58,B
방파제,울산시,방어진항,방어진항방파제,30.59,B
해수욕장,포항시,오도1리,오도리 해수욕장,30.63,B
갯벌,태안군,방포항,할미할아비바위,30.63,B
방파제,울산시,방어진항,방어진항방파제,30.63,B
갯벌,태안군,방포항,할미할아비바위,30.65,B
갯바위,부산시,이기대,이기대갯바위,30.66,B
갯벌,태안군,방포항,할미할아비바위,30.67,B
갯벌,태안군,방포항,할미할아비바위,30.69,B
방파제,울산시,방어진항,방어진항방파제,30.69,B
방파제,울산시,방어진항,방어진항방파제,30.71,B
갯바위,삼척시,갈남리,갈남해수욕장,30.72,B
갯바위,삼척시,갈남리,갈남해수욕장,30.73,B
갯바위,삼척시,갈남리,갈남해수욕장,30.73,B
해수욕장,포항시,오도1리,오도리 해수욕장,30.74,B
갯벌,태안군,방포항,할미할아비바위,30.76,B
갯바위,삼척시,갈남리,갈남해수욕장,30.78,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.8,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.82,B
방파제,울산시,방어진항,방어진항방파제,30.83,B
갯바위,삼척시,갈남리,갈남해수욕장,30.84,B
갯바위,부산시,이기대,이기대갯바위,30.85,B
갯바위,부산시,이기대,이기대갯바위,30.89,B
갯벌,태안군,방포항,할미할아비바위,30.9,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.9,B
갯바위,삼척시,갈남리,갈남해수욕장,30.92,B
갯벌,태안군,방포항,할미할아비바위,30.92,B
방파제,울산시,방어진항,방어진항방파제,30.92,B
갯벌,태안군,방포항,할미할아비바위,30.94,B
갯벌,태안군,방포항,할미할아비바위,30.95,B
갯벌,태안군,방포항,할미할아비바위,30.95,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.95,B
갯바위,부산시,이기대,이기대갯바위,30.97,B
갯바위,부산시,대변항,대변항 북측 갯바위,30.97,B
갯벌,서천군,선도리,선도리갯벌,30.98,B
갯바위,부산시,이기대,이기대갯바위,30.99,B
방파제,울산시,방어진항,방어진항방파제,30.99,B
갯바위,부산시,대변항,대변항 북측 갯바위,31,B
방파제,울산시,방어진항,방어진항방파제,31,B
방파제,울산시,방어진항,방어진항방파제,31,B
방파제,영덕군,축산항,축산방파제,31.03,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.05,B
갯벌,태안군,방포항,할미할아비바위,31.06,B
방파제,울산시,방어진항,방어진항방파제,31.1,B
방파제,울산시,방어진항,방어진항방파제,31.11,B
갯벌,태안군,방포항,할미할아비바위,31.14,B
방파제,울산시,방어진항,방어진항방파제,31.15,B
갯바위,삼척시,갈남리,갈남해수욕장,31.18,B
갯바위,부산시,이기대,이기대갯바위,31.19,B
갯바위,부산시,이기대,이기대갯바위,31.19,B
갯벌,태안군,방포항,할미할아비바위,31.21,B
갯벌,태안군,방포항,할미할아비바위,31.21,B
갯바위,삼척시,갈남리,갈남해수욕장,31.22,B
해수욕장,포항시,오도1리,오도리 해수욕장,31.23,B
갯바위,부산시,이기대,이기대갯바위,31.23,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.24,B
방파제,영덕군,축산항,축산방파제,31.24,B
갯바위,삼척시,갈남리,갈남해수욕장,31.26,B
갯바위,삼척시,갈남리,갈남해수욕장,31.3,B
방파제,울산시,방어진항,방어진항방파제,31.3,B
방파제,울산시,방어진항,방어진항방파제,31.33,B
방파제,울산시,방어진항,방어진항방파제,31.34,B
방파제,울산시,방어진항,방어진항방파제,31.36,B
갯바위,부산시,이기대,이기대갯바위,31.37,B
갯바위,부안군,격포리,채석강,31.38,B
갯바위,삼척시,갈남리,갈남해수욕장,31.4,B
해수욕장,포항시,오도1리,오도리 해수욕장,31.41,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.43,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.43,B
방파제,영덕군,축산항,축산방파제,31.43,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.45,B
갯바위,부산시,이기대,이기대갯바위,31.47,B
갯바위,부산시,이기대,이기대갯바위,31.47,B
갯벌,태안군,방포항,할미할아비바위,31.5,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.5,B
갯바위,삼척시,갈남리,갈남해수욕장,31.55,B
갯바위,삼척시,갈남리,갈남해수욕장,31.56,B
갯벌,태안군,방포항,할미할아비바위,31.56,B
갯벌,서천군,선도리,선도리갯벌,31.58,B
갯바위,부산시,이기대,이기대갯바위,31.59,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.59,B
갯바위,삼척시,갈남리,갈남해수욕장,31.61,B
방파제,울산시,방어진항,방어진항방파제,31.63,B
방파제,영덕군,축산항,축산방파제,31.65,B
해수욕장,포항시,오도1리,오도리 해수욕장,31.67,B
갯바위,부산시,이기대,이기대갯바위,31.67,B
갯바위,삼척시,갈남리,갈남해수욕장,31.69,B
갯바위,부산시,이기대,이기대갯바위,31.71,B
해수욕장,포항시,오도1리,오도리 해수욕장,31.72,B
갯바위,삼척시,갈남리,갈남해수욕장,31.73,B
갯벌,태안군,방포항,할미할아비바위,31.73,B
방파제,영덕군,축산항,축산방파제,31.76,B
갯바위,삼척시,갈남리,갈남해수욕장,31.79,B
갯바위,삼척시,갈남리,갈남해수욕장,31.81,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.82,B
갯벌,서천군,선도리,선도리갯벌,31.82,B
해수욕장,포항시,오도1리,오도리 해수욕장,31.83,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.83,B
갯바위,부산시,이기대,이기대갯바위,31.84,B
해수욕장,포항시,오도1리,오도리 해수욕장,31.86,B
갯벌,태안군,방포항,할미할아비바위,31.86,B
방파제,울산시,방어진항,방어진항방파제,31.88,B
방파제,영덕군,축산항,축산방파제,31.89,B
해수욕장,포항시,오도1리,오도리 해수욕장,31.9,B
갯바위,부산시,대변항,대변항 북측 갯바위,31.97,B
갯벌,서천군,선도리,선도리갯벌,31.99,B
갯벌,태안군,방포항,할미할아비바위,32,B
방파제,영덕군,축산항,축산방파제,32.03,B
갯바위,삼척시,갈남리,갈남해수욕장,32.05,B
갯바위,삼척시,갈남리,갈남해수욕장,32.08,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.08,B
갯바위,삼척시,갈남리,갈남해수욕장,32.1,B
갯벌,태안군,방포항,할미할아비바위,32.1,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.11,B
해수욕장,포항시,오도1리,오도리 해수욕장,32.14,B
갯바위,부산시,이기대,이기대갯바위,32.18,B
갯바위,부산시,이기대,이기대갯바위,32.19,B
방파제,영덕군,축산항,축산방파제,32.2,B
갯바위,삼척시,갈남리,갈남해수욕장,32.22,B
방파제,울산시,방어진항,방어진항방파제,32.23,B
갯바위,삼척시,갈남리,갈남해수욕장,32.24,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.25,B
갯벌,서천군,선도리,선도리갯벌,32.25,B
방파제,영덕군,축산항,축산방파제,32.25,B
갯바위,부산시,이기대,이기대갯바위,32.27,B
방파제,울산시,방어진항,방어진항방파제,32.28,B
갯바위,삼척시,갈남리,갈남해수욕장,32.31,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.34,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.35,B
갯벌,서천군,선도리,선도리갯벌,32.36,B
방파제,영덕군,축산항,축산방파제,32.36,B
갯바위,삼척시,갈남리,갈남해수욕장,32.37,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.38,B
갯바위,삼척시,갈남리,갈남해수욕장,32.4,B
갯바위,삼척시,갈남리,갈남해수욕장,32.41,B
갯바위,부산시,이기대,이기대갯바위,32.42,B
갯벌,서천군,선도리,선도리갯벌,32.42,B
갯벌,태안군,방포항,할미할아비바위,32.44,B
방파제,울산시,방어진항,방어진항방파제,32.44,B
갯바위,부산시,이기대,이기대갯바위,32.45,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.46,B
갯벌,태안군,방포항,할미할아비바위,32.51,B
갯바위,삼척시,갈남리,갈남해수욕장,32.52,B
갯바위,삼척시,갈남리,갈남해수욕장,32.55,B
갯벌,태안군,방포항,할미할아비바위,32.56,B
갯바위,부산시,이기대,이기대갯바위,32.57,B
갯벌,태안군,방포항,할미할아비바위,32.57,B
갯바위,삼척시,갈남리,갈남해수욕장,32.58,B
갯바위,삼척시,갈남리,갈남해수욕장,32.58,B
갯바위,삼척시,갈남리,갈남해수욕장,32.61,B
갯바위,삼척시,갈남리,갈남해수욕장,32.61,B
갯바위,삼척시,갈남리,갈남해수욕장,32.61,B
갯벌,서천군,선도리,선도리갯벌,32.61,B
갯바위,삼척시,갈남리,갈남해수욕장,32.64,B
방파제,영덕군,축산항,축산방파제,32.64,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.65,B
방파제,울산시,방어진항,방어진항방파제,32.65,B
갯바위,부안군,격포리,채석강,32.65,B
갯바위,삼척시,갈남리,갈남해수욕장,32.66,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.66,B
갯바위,삼척시,갈남리,갈남해수욕장,32.68,B
갯바위,부산시,이기대,이기대갯바위,32.68,B
갯바위,삼척시,갈남리,갈남해수욕장,32.71,B
갯바위,부산시,이기대,이기대갯바위,32.71,B
방파제,울산시,방어진항,방어진항방파제,32.73,B
방파제,영덕군,축산항,축산방파제,32.8,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.81,B
갯바위,부산시,이기대,이기대갯바위,32.82,B
방파제,울산시,방어진항,방어진항방파제,32.82,B
갯벌,서천군,선도리,선도리갯벌,32.82,B
갯바위,부안군,격포리,채석강,32.82,B
갯벌,서천군,선도리,선도리갯벌,32.83,B
갯바위,부산시,이기대,이기대갯바위,32.84,B
방파제,울산시,방어진항,방어진항방파제,32.84,B
갯바위,부산시,이기대,이기대갯바위,32.85,B
갯벌,서천군,선도리,선도리갯벌,32.86,B
갯벌,태안군,방포항,할미할아비바위,32.87,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.89,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.89,B
갯바위,부산시,이기대,이기대갯바위,32.9,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.9,B
갯바위,삼척시,갈남리,갈남해수욕장,32.91,B
갯바위,부안군,격포리,채석강,32.91,B
갯바위,삼척시,갈남리,갈남해수욕장,32.95,B
갯벌,태안군,방포항,할미할아비바위,32.95,B
갯바위,부산시,대변항,대변항 북측 갯바위,32.96,B
방파제,울산시,방어진항,방어진항방파제,32.98,B
갯벌,서천군,선도리,선도리갯벌,32.99,B
방파제,영덕군,축산항,축산방파제,32.99,B
갯바위,삼척시,갈남리,갈남해수욕장,33.01,B
갯바위,부산시,이기대,이기대갯바위,33.01,B
방파제,영덕군,축산항,축산방파제,33.01,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.02,B
갯바위,삼척시,갈남리,갈남해수욕장,33.04,B
갯바위,삼척시,갈남리,갈남해수욕장,33.04,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.08,B
방파제,울산시,방어진항,방어진항방파제,33.1,B
갯바위,삼척시,갈남리,갈남해수욕장,33.11,B
갯바위,부산시,이기대,이기대갯바위,33.11,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.12,B
갯벌,서천군,선도리,선도리갯벌,33.14,B
갯바위,부산시,이기대,이기대갯바위,33.15,B
갯벌,서천군,선도리,선도리갯벌,33.15,B
방파제,영덕군,축산항,축산방파제,33.15,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.19,B
갯벌,서천군,선도리,선도리갯벌,33.19,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.2,B
방파제,영덕군,축산항,축산방파제,33.21,B
갯바위,부산시,이기대,이기대갯바위,33.22,B
갯바위,부산시,이기대,이기대갯바위,33.24,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.27,B
갯벌,서천군,선도리,선도리갯벌,33.27,B
갯바위,삼척시,갈남리,갈남해수욕장,33.28,B
갯바위,부산시,이기대,이기대갯바위,33.28,B
갯바위,부산시,이기대,이기대갯바위,33.29,B
방파제,영덕군,축산항,축산방파제,33.31,B
갯벌,태안군,방포항,할미할아비바위,33.35,B
갯바위,삼척시,갈남리,갈남해수욕장,33.36,B
갯벌,서천군,선도리,선도리갯벌,33.36,B
갯벌,서천군,선도리,선도리갯벌,33.36,B
갯벌,서천군,선도리,선도리갯벌,33.37,B
갯벌,태안군,방포항,할미할아비바위,33.38,B
갯바위,삼척시,갈남리,갈남해수욕장,33.4,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.41,B
갯바위,부산시,이기대,이기대갯바위,33.48,B
갯바위,삼척시,갈남리,갈남해수욕장,33.5,B
갯바위,삼척시,갈남리,갈남해수욕장,33.54,B
갯바위,부산시,이기대,이기대갯바위,33.54,B
갯바위,삼척시,갈남리,갈남해수욕장,33.55,B
갯바위,부산시,이기대,이기대갯바위,33.55,B
갯바위,부산시,이기대,이기대갯바위,33.57,B
갯벌,태안군,방포항,할미할아비바위,33.59,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.6,B
갯바위,삼척시,갈남리,갈남해수욕장,33.62,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.64,B
갯바위,부산시,이기대,이기대갯바위,33.65,B
갯바위,삼척시,갈남리,갈남해수욕장,33.66,B
갯바위,삼척시,갈남리,갈남해수욕장,33.67,B
갯벌,태안군,방포항,할미할아비바위,33.67,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.67,B
갯바위,부안군,격포리,채석강,33.67,B
갯벌,태안군,방포항,할미할아비바위,33.69,B
방파제,영덕군,축산항,축산방파제,33.69,B
갯바위,부산시,이기대,이기대갯바위,33.73,B
갯벌,화성시,제부도,매바위,33.73,B
갯바위,부안군,격포리,채석강,33.73,B
갯바위,부안군,격포리,채석강,33.75,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.77,B
갯바위,삼척시,갈남리,갈남해수욕장,33.78,B
갯벌,태안군,방포항,할미할아비바위,33.78,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.78,B
방파제,울산시,방어진항,방어진항방파제,33.78,B
방파제,영덕군,축산항,축산방파제,33.79,B
갯바위,삼척시,갈남리,갈남해수욕장,33.81,B
갯바위,부산시,대변항,대변항 북측 갯바위,33.83,B
해수욕장,포항시,오도1리,오도리 해수욕장,33.85,B
갯벌,태안군,방포항,할미할아비바위,33.85,B
방파제,영덕군,축산항,축산방파제,33.85,B
갯바위,삼척시,갈남리,갈남해수욕장,33.9,B
갯벌,서천군,선도리,선도리갯벌,33.9,B
갯바위,삼척시,갈남리,갈남해수욕장,33.91,B
갯벌,서천군,선도리,선도리갯벌,33.93,B
방파제,영덕군,축산항,축산방파제,33.93,B
방파제,울산시,방어진항,방어진항방파제,33.94,B
갯바위,부산시,이기대,이기대갯바위,33.96,B
갯바위,삼척시,갈남리,갈남해수욕장,33.98,B
방파제,영덕군,축산항,축산방파제,33.98,B
갯바위,부안군,격포리,채석강,34,B
갯바위,부산시,이기대,이기대갯바위,34.02,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.02,B
갯바위,부산시,이기대,이기대갯바위,34.04,B
방파제,영덕군,축산항,축산방파제,34.04,B
갯바위,부산시,이기대,이기대갯바위,34.07,B
방파제,영덕군,축산항,축산방파제,34.07,B
방파제,영덕군,축산항,축산방파제,34.08,B
갯바위,삼척시,갈남리,갈남해수욕장,34.09,B
방파제,영덕군,축산항,축산방파제,34.09,B
갯바위,부산시,이기대,이기대갯바위,34.11,B
방파제,울산시,방어진항,방어진항방파제,34.11,B
갯벌,서천군,선도리,선도리갯벌,34.12,B
갯바위,삼척시,갈남리,갈남해수욕장,34.13,B
방파제,영덕군,축산항,축산방파제,34.13,B
갯벌,서천군,선도리,선도리갯벌,34.14,B
갯바위,삼척시,갈남리,갈남해수욕장,34.15,B
갯바위,삼척시,갈남리,갈남해수욕장,34.15,B
방파제,영덕군,축산항,축산방파제,34.15,B
갯바위,삼척시,갈남리,갈남해수욕장,34.17,B
방파제,영덕군,축산항,축산방파제,34.17,B
갯바위,삼척시,갈남리,갈남해수욕장,34.18,B
갯바위,부산시,이기대,이기대갯바위,34.19,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.21,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.22,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.24,B
갯벌,서천군,선도리,선도리갯벌,34.24,B
갯바위,부산시,이기대,이기대갯바위,34.26,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.28,B
갯벌,서천군,선도리,선도리갯벌,34.28,B
갯벌,화성시,제부도,매바위,34.29,B
방파제,울산시,방어진항,방어진항방파제,34.29,B
갯바위,삼척시,갈남리,갈남해수욕장,34.3,B
갯바위,삼척시,갈남리,갈남해수욕장,34.3,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.32,B
갯벌,태안군,방포항,할미할아비바위,34.34,B
갯바위,부안군,격포리,채석강,34.35,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.37,B
갯바위,삼척시,갈남리,갈남해수욕장,34.39,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.41,B
갯벌,서천군,선도리,선도리갯벌,34.41,B
방파제,영덕군,축산항,축산방파제,34.41,B
갯바위,부산시,이기대,이기대갯바위,34.45,B
갯바위,부산시,이기대,이기대갯바위,34.46,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.47,B
갯벌,서천군,선도리,선도리갯벌,34.48,B
방파제,영덕군,축산항,축산방파제,34.48,B
갯바위,부산시,이기대,이기대갯바위,34.49,B
방파제,영덕군,축산항,축산방파제,34.49,B
갯벌,태안군,방포항,할미할아비바위,34.53,B
해수욕장,포항시,오도1리,오도리 해수욕장,34.55,B
방파제,영덕군,축산항,축산방파제,34.57,B
갯바위,삼척시,갈남리,갈남해수욕장,34.58,B
갯벌,서천군,선도리,선도리갯벌,34.58,B
방파제,영덕군,축산항,축산방파제,34.58,B
갯바위,부안군,격포리,채석강,34.62,B
갯바위,부산시,이기대,이기대갯바위,34.63,B
갯바위,삼척시,갈남리,갈남해수욕장,34.64,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.64,B
방파제,영덕군,축산항,축산방파제,34.65,B
갯벌,서천군,선도리,선도리갯벌,34.66,B
갯바위,삼척시,갈남리,갈남해수욕장,34.67,B
갯벌,서천군,선도리,선도리갯벌,34.67,B
방파제,영덕군,축산항,축산방파제,34.68,B
갯바위,삼척시,갈남리,갈남해수욕장,34.72,B
갯바위,삼척시,갈남리,갈남해수욕장,34.73,B
갯바위,부산시,이기대,이기대갯바위,34.73,B
갯바위,부산시,이기대,이기대갯바위,34.73,B
갯벌,태안군,방포항,할미할아비바위,34.73,B
방파제,울산시,방어진항,방어진항방파제,34.75,B
방파제,영덕군,축산항,축산방파제,34.79,B
갯바위,삼척시,갈남리,갈남해수욕장,34.8,B
갯바위,부산시,이기대,이기대갯바위,34.81,B
갯바위,부산시,이기대,이기대갯바위,34.81,B
해수욕장,포항시,오도1리,오도리 해수욕장,34.82,B
갯벌,태안군,방포항,할미할아비바위,34.84,B
갯벌,태안군,방포항,할미할아비바위,34.88,B
갯바위,삼척시,갈남리,갈남해수욕장,34.9,B
방파제,영덕군,축산항,축산방파제,34.9,B
갯바위,삼척시,갈남리,갈남해수욕장,34.92,B
방파제,울산시,방어진항,방어진항방파제,34.93,B
방파제,영덕군,축산항,축산방파제,34.93,B
갯벌,서천군,선도리,선도리갯벌,34.95,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.96,B
방파제,영덕군,축산항,축산방파제,34.96,B
갯바위,부산시,대변항,대변항 북측 갯바위,34.99,B
갯바위,삼척시,갈남리,갈남해수욕장,35,B
갯바위,삼척시,갈남리,갈남해수욕장,35.01,B
갯벌,서천군,선도리,선도리갯벌,35.01,B
갯바위,부산시,이기대,이기대갯바위,35.04,B
갯바위,부산시,대변항,대변항 북측 갯바위,35.06,B
갯벌,서천군,선도리,선도리갯벌,35.07,B
방파제,영덕군,축산항,축산방파제,35.07,B
갯바위,삼척시,갈남리,갈남해수욕장,35.09,B
갯바위,부산시,이기대,이기대갯바위,35.09,B
갯벌,서천군,선도리,선도리갯벌,35.09,B
방파제,영덕군,축산항,축산방파제,35.11,B
방파제,영덕군,축산항,축산방파제,35.11,B
방파제,영덕군,축산항,축산방파제,35.12,B
방파제,영덕군,축산항,축산방파제,35.12,B
갯바위,삼척시,갈남리,갈남해수욕장,35.13,B
갯바위,부산시,이기대,이기대갯바위,35.13,B
갯벌,서천군,선도리,선도리갯벌,35.13,B
갯벌,서천군,선도리,선도리갯벌,35.13,B
갯벌,서천군,선도리,선도리갯벌,35.15,B
갯바위,삼척시,갈남리,갈남해수욕장,35.16,B
갯벌,서천군,선도리,선도리갯벌,35.16,B
방파제,영덕군,축산항,축산방파제,35.17,B
갯바위,삼척시,갈남리,갈남해수욕장,35.19,B
갯바위,부산시,대변항,대변항 북측 갯바위,35.19,B
갯바위,삼척시,갈남리,갈남해수욕장,35.22,B
갯벌,태안군,방포항,할미할아비바위,35.22,B
방파제,영덕군,축산항,축산방파제,35.24,B
갯바위,삼척시,갈남리,갈남해수욕장,35.26,B
갯바위,삼척시,갈남리,갈남해수욕장,35.27,B
갯바위,삼척시,갈남리,갈남해수욕장,35.3,B
갯벌,서천군,선도리,선도리갯벌,35.3,B
갯바위,삼척시,갈남리,갈남해수욕장,35.32,B
갯벌,서천군,선도리,선도리갯벌,35.32,B
해수욕장,포항시,오도1리,오도리 해수욕장,35.33,B
갯바위,부산시,이기대,이기대갯바위,35.34,B
갯바위,부산시,이기대,이기대갯바위,35.34,B
갯바위,부산시,이기대,이기대갯바위,35.36,B
갯바위,삼척시,갈남리,갈남해수욕장,35.38,B
갯벌,태안군,방포항,할미할아비바위,35.41,B
해수욕장,포항시,오도1리,오도리 해수욕장,35.42,B
갯벌,서천군,선도리,선도리갯벌,35.43,B
갯바위,삼척시,갈남리,갈남해수욕장,35.46,B
갯바위,부산시,이기대,이기대갯바위,35.46,B
갯바위,삼척시,갈남리,갈남해수욕장,35.47,B
갯바위,부산시,이기대,이기대갯바위,35.47,B
갯벌,서천군,선도리,선도리갯벌,35.47,B
갯벌,서천군,선도리,선도리갯벌,35.48,B
방파제,울산시,방어진항,방어진항방파제,35.49,B
갯벌,서천군,선도리,선도리갯벌,35.51,B
갯바위,삼척시,갈남리,갈남해수욕장,35.52,B
갯바위,삼척시,갈남리,갈남해수욕장,35.53,B
갯바위,부산시,이기대,이기대갯바위,35.53,B
갯바위,부산시,이기대,이기대갯바위,35.54,B
갯바위,삼척시,갈남리,갈남해수욕장,35.56,B
갯바위,삼척시,갈남리,갈남해수욕장,35.57,B
갯바위,삼척시,갈남리,갈남해수욕장,35.6,B
갯바위,삼척시,갈남리,갈남해수욕장,35.61,B
갯벌,태안군,방포항,할미할아비바위,35.61,B
갯벌,태안군,방포항,할미할아비바위,35.64,B
갯벌,서천군,선도리,선도리갯벌,35.64,B
갯바위,삼척시,갈남리,갈남해수욕장,35.65,B
갯바위,삼척시,갈남리,갈남해수욕장,35.65,B
갯바위,삼척시,갈남리,갈남해수욕장,35.65,B
갯바위,부산시,이기대,이기대갯바위,35.65,B
갯벌,서천군,선도리,선도리갯벌,35.68,B
갯바위,부산시,대변항,대변항 북측 갯바위,35.7,B
갯벌,서천군,선도리,선도리갯벌,35.7,B
갯바위,부산시,이기대,이기대갯바위,35.72,B
갯벌,서천군,선도리,선도리갯벌,35.74,B
방파제,울산시,방어진항,방어진항방파제,35.75,B
